44,44,44,44,44,44,44,44,44,44,4,44,44,44,44,44,44,4,44,45
64,64,64,24,64,64,64,24,64,64,64,64,64,64,24,64,64,64,64,65
20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,220,221,221,222,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,240,241,241,242,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,240,241,241,242,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,240,241,241,242,21,21,21,21,21,21,21,21,22
20,21,21,21,21,21,21,240,241,241,242,21,21,21,21,21,21,21,21,22
40,41,41,41,41,41,41,240,241,241,242,41,41,41,41,41,41,41,41,42
